id,related_IS,title
373.,IS 15768 : 2008,गैर-घरेलू फर्नीचर के लिए उपयोग किए जाने वाले अपहोल्स्टर्ड कंपोज़िट,"75. सुरक्षात्मक वस्त्र गुणवत्ता नियंत्रण (गैर-घरेलू फर्नीचर के लिए उपयोग किए जाने वाले अपहोल्स्टर्ड कंपोज़िट) आदेश, 2024

एस.ओ. 3916(ई), दिनांक 12 सितंबर 2024"
ज्वाला उत्पन्न करने वाले लाइटर
374.,IS/ISO 9994:2018,लाइटर – सुरक्षा विनिर्देश,"76. ज्वाला उत्पन्न करने वाले लाइटर (गुणवत्ता नियंत्रण) आदेश, 2023

एस.ओ. 2986(ई), दिनांक 5 जुलाई 2023
ज्वाला उत्पन्न करने वाले लाइटर (गुणवत्ता नियंत्रण) संशोधन आदेश, 2024

एस.ओ. 4230(ई), दिनांक 24 सितंबर 2024"
375.,IS/ISO 22702:2018,यूटिलिटी लाइटर – सुरक्षा विनिर्देश
पीने योग्य पानी की बोतलें
376.,IS 17803: 2022,"पीने योग्य पानी की बोतलें (तांबा, स्टेनलेस स्टील, एल्युमिनियम)","77. पीने योग्य पानी की बोतलें (गुणवत्ता नियंत्रण) आदेश, 2023

एस.ओ. 2988(ई), दिनांक 5 जुलाई 2023
पीने योग्य पानी की बोतलें (गुणवत्ता नियंत्रण) आदेश, 2024

एस.ओ. 1071(ई), दिनांक 05 मार्च 2024
पीने योग्य पानी की बोतलें (गुणवत्ता नियंत्रण) संशोधन आदेश, 2024

एस.ओ. 3702(ई), दिनांक 29 अगस्त 2024"
वेल्डिंग रॉड और इलेक्ट्रोड
377.,IS 814 : 2004,कार्बन एवं कार्बन मैंगनीज स्टील के मैनुअल मेटल आर्क वेल्डिंग के लिए कवर किए गए इलेक्ट्रोड,"78. वेल्डिंग रॉड और इलेक्ट्रोड (गुणवत्ता नियंत्रण) आदेश, 2023

एस.ओ. 3153(ई), दिनांक 14 जुलाई 2023"
378.,IS 6419 : 1996,संरचनात्मक स्टील के गैस शील्डेड आर्क वेल्डिंग के लिए वेल्डिंग रॉड और नंगे इलेक्ट्रोड
स्मार्ट मीटर
379.,IS 16444 भाग 1,"ए.सी. स्थैतिक प्रत्यक्ष संयोजित वाट-घंटा स्मार्ट मीटर, श्रेणी 1 और 2","79. स्मार्ट मीटर (गुणवत्ता नियंत्रण) आदेश, 2023
एस.ओ. 3154(ई), दिनांक 14 जुलाई 2023"
380.,IS 16444 भाग 2,"ए.सी. स्थैतिक ट्रांसफॉर्मर संचालित वाट-घंटा एवं वार-घंटा स्मार्ट मीटर, श्रेणी 0.2S, 0.5S और 1.0S"
"घरेलू उपयोग हेतु इंसुलेटेड फ्लास्क, बोतलें एवं कंटेनर"
381.,IS 17790 : 2022,घरेलू उपयोग हेतु इंसुलेटेड फ्लास्क,"80. घरेलू उपयोग हेतु इंसुलेटेड फ्लास्क, बोतलें एवं कंटेनर (गुणवत्ता नियंत्रण) आदेश, 2023
एस.ओ. 3140(ई), दिनांक 14 जुलाई 2023
घरेलू उपयोग हेतु इंसुलेटेड फ्लास्क, बोतलें एवं कंटेनर (गुणवत्ता नियंत्रण) आदेश, 2024
एस.ओ. 1072(ई), दिनांक 05 मार्च 2024
घरेलू उपयोग हेतु इंसुलेटेड फ्लास्क, बोतलें एवं कंटेनर (गुणवत्ता नियंत्रण) संशोधन आदेश, 2024
एस.ओ. 3705(ई), दिनांक 29 अगस्त 2024"
382.,IS 17526 : 2021,घरेलू स्टेनलेस स्टील वैक्यूम फ्लास्क/बोतल
383.,IS 17569 : 2021,खाद्य भंडारण हेतु इंसुलेटेड कंटेनर
384.,IS 3513 (भाग 1) : 1989,"रेजिन उपचारित संपीड़ित लकड़ी लैमिनेट
विद्युत प्रयोजनों हेतु रेजिन उपचारित संपीड़ित लकड़ी लैमिनेट (कम्प्रेग्स)","81. रेजिन उपचारित संपीड़ित लकड़ी लैमिनेट (गुणवत्ता नियंत्रण) आदेश, 2023
एस.ओ. 3139(ई), दिनांक 14 जुलाई 2023
रेजिन उपचारित संपीड़ित लकड़ी लैमिनेट (गुणवत्ता नियंत्रण) आदेश, 2024
एस.ओ. 1018(ई), दिनांक 29 फरवरी 2024"
385.,IS 3513 (भाग 2) : 1989,रासायनिक प्रयोजनों हेतु रेजिन उपचारित संपीड़ित लकड़ी लैमिनेट (कम्प्रेग्स)
